"year";"month";"day";"decimal";"ssn";"sd";"n";"m"
1997;09;01;1997.667;  76;  7.4;  24;1
1997;09;02;1997.670;  69;  7.0;  25;1
1997;09;03;1997.673;  56;  4.7;  22;1
1997;09;04;1997.675;  49;  4.4;  20;1
1997;09;05;1997.678;  58;  5.4;  22;1
1997;09;06;1997.681;  65;  4.3;  21;1
1997;09;07;1997.684;  79;  3.2;  19;1
1997;09;08;1997.686; 101;  4.1;  21;1
1997;09;09;1997.689; 106;  5.8;  23;1
1997;09;10;1997.692; 108;  8.6;  25;1
1997;09;11;1997.695; 100;  5.5;  25;1
1997;09;12;1997.697; 103;  8.3;  21;1
1997;09;13;1997.700;  99;  6.2;  22;1
1997;09;14;1997.703;  82;  5.5;  20;1
1997;09;15;1997.705;  76;  4.2;  21;1
1997;09;16;1997.708;  71;  3.5;  22;1
1997;09;17;1997.711;  57;  4.0;  23;1
1997;09;18;1997.714;  38;  2.5;  24;1
1997;09;19;1997.716;  19;  0.9;  19;1
1997;09;20;1997.719;  16;  1.4;  24;1
1997;09;21;1997.722;  30;  3.7;  22;1
1997;09;22;1997.725;  52;  4.2;  23;1
1997;09;23;1997.727;  49;  2.5;  21;1
1997;09;24;1997.730;  49;  4.4;  24;1
1997;09;25;1997.733;  57;  2.5;  21;1
1997;09;26;1997.736;  30;  4.1;  18;1
1997;09;27;1997.738;  35;  4.3;  22;1
1997;09;28;1997.741;  21;  2.2;  22;1
1997;09;29;1997.744;  19;  2.8;  27;1
1997;09;30;1997.747;  22;  2.6;  18;1
1997;10;01;1997.749;  36;  2.8;  22;1
1997;10;02;1997.752;  30;  2.0;  20;1
1997;10;03;1997.755;  30;  2.6;  22;1
1997;10;04;1997.758;  30;  2.3;  17;1
1997;10;05;1997.760;  30;  1.5;  15;1
1997;10;06;1997.763;  26;  1.4;  21;1
1997;10;07;1997.766;  24;  3.6;  23;1
1997;10;08;1997.768;  23;  3.8;  16;1
1997;10;09;1997.771;  29;  4.9;  18;1
1997;10;10;1997.774;  32;  4.2;  20;1
1997;10;11;1997.777;  35;  2.7;  17;1
1997;10;12;1997.779;  36;  3.5;  17;1
1997;10;13;1997.782;  42;  4.7;  19;1
1997;10;14;1997.785;  35;  4.0;  22;1
1997;10;15;1997.788;  40;  4.0;  18;1
1997;10;16;1997.790;  49;  4.3;  20;1
1997;10;17;1997.793;  58;  3.0;  23;1
1997;10;18;1997.796;  50;  3.9;  22;1
1997;10;19;1997.799;  36;  2.9;  24;1
1997;10;20;1997.801;  30;  2.2;  18;1
1997;10;21;1997.804;  29;  1.9;  20;1
1997;10;22;1997.807;  13;  1.6;  21;1
1997;10;23;1997.810;   0;  2.0;  19;1
1997;10;24;1997.812;  14;  5.7;  23;1
1997;10;25;1997.815;  16;  4.1;  20;1
1997;10;26;1997.818;  16;  3.7;  19;1
1997;10;27;1997.821;  33;  5.7;  22;1
1997;10;28;1997.823;  47;  4.7;  21;1
1997;10;29;1997.826;  43;  2.7;  22;1
1997;10;30;1997.829;  55;  3.9;  22;1
1997;10;31;1997.832;  50;  4.6;  20;1
1997;11;01;1997.834;  56;  3.6;  19;1
1997;11;02;1997.837;  68;  3.2;  14;1
1997;11;03;1997.840;  70;  7.9;  20;1
1997;11;04;1997.842;  76;  6.9;  20;1
1997;11;05;1997.845;  66;  6.5;  13;1
1997;11;06;1997.848;  65;  7.4;  11;1
1997;11;07;1997.851;  56;  5.1;  14;1
1997;11;08;1997.853;  48;  4.8;  19;1
1997;11;09;1997.856;  32;  3.3;  23;1
1997;11;10;1997.859;  25;  2.6;  18;1
1997;11;11;1997.862;  37;  3.2;  16;1
1997;11;12;1997.864;  26;  3.7;  18;1
1997;11;13;1997.867;  34;  4.2;  13;1
1997;11;14;1997.870;  49;  2.7;  12;1
1997;11;15;1997.873;  39;  2.8;  13;1
1997;11;16;1997.875;  37;  2.6;  16;1
1997;11;17;1997.878;  57;  4.7;  10;1
1997;11;18;1997.881;  56;  4.6;  24;1
1997;11;19;1997.884;  56;  3.3;  17;1
1997;11;20;1997.886;  52;  3.5;  18;1
1997;11;21;1997.889;  53;  4.6;  15;1
1997;11;22;1997.892;  61;  4.6;  12;1
1997;11;23;1997.895;  71;  3.7;  16;1
1997;11;24;1997.897;  63;  8.3;  16;1
1997;11;25;1997.900;  39;  4.1;  18;1
1997;11;26;1997.903;  34;  4.2;  14;1
1997;11;27;1997.905;  40;  2.8;  15;1
1997;11;28;1997.908;  43;  4.8;  10;1
1997;11;29;1997.911;  50;  2.9;  11;1
1997;11;30;1997.914;  54;  6.2;  10;1
1997;12;01;1997.916;  62;  5.9;  16;1
1997;12;02;1997.919;  55;  6.6;   8;1
1997;12;03;1997.922;  45;  3.7;  15;1
1997;12;04;1997.925;  49;  3.8;  14;1
1997;12;05;1997.927;  43;  4.7;  18;1
1997;12;06;1997.930;  51;  4.4;  14;1
1997;12;07;1997.933;  54;  5.7;  14;1
1997;12;08;1997.936;  78;  4.0;  10;1
1997;12;09;1997.938;  90;  7.9;  11;1
1997;12;10;1997.941;  77;  4.3;  13;1
1997;12;11;1997.944;  82;  5.1;  12;1
1997;12;12;1997.947;  92;  5.3;  12;1
1997;12;13;1997.949;  71;  5.2;  19;1
1997;12;14;1997.952;  57;  4.4;  16;1
1997;12;15;1997.955;  55;  3.1;  12;1
1997;12;16;1997.958;  47;  4.0;  15;1
1997;12;17;1997.960;  46;  4.5;  11;1
1997;12;18;1997.963;  27;  3.4;  12;1
1997;12;19;1997.966;  20;  1.6;  11;1
1997;12;20;1997.968;  26;  2.6;  13;1
1997;12;21;1997.971;  30;  4.0;  12;1
1997;12;22;1997.974;  43;  2.0;   9;1
1997;12;23;1997.977;  61;  6.5;  10;1
1997;12;24;1997.979;  70;  8.9;  11;1
1997;12;25;1997.982;  57;  4.0;  16;1
1997;12;26;1997.985;  50;  3.6;  15;1
1997;12;27;1997.988;  55;  3.2;  16;1
1997;12;28;1997.990;  51;  3.7;  16;1
1997;12;29;1997.993;  55;  3.8;  15;1
1997;12;30;1997.996;  61;  2.9;  18;1
1997;12;31;1997.999;  61;  3.8;  14;1
1998;01;01;1998.001;  54;  2.8;  20;1
1998;01;02;1998.004;  43;  2.9;  16;1
1998;01;03;1998.007;  32;  2.5;  17;1
1998;01;04;1998.010;  28;  3.7;  15;1
1998;01;05;1998.012;  14;  2.5;  20;1
1998;01;06;1998.015;   1;  0.6;  17;1
1998;01;07;1998.018;   0;  2.0;  20;1
1998;01;08;1998.021;   0;  2.0;  16;1
1998;01;09;1998.023;   0;  2.0;  20;1
1998;01;10;1998.026;  14;  4.2;  22;1
1998;01;11;1998.029;  38;  7.5;  20;1
1998;01;12;1998.032;  53;  3.3;  17;1
1998;01;13;1998.034;  50;  3.6;  20;1
1998;01;14;1998.037;  42;  2.2;  15;1
1998;01;15;1998.040;  45;  2.5;  11;1
1998;01;16;1998.042;  73;  5.6;  13;1
1998;01;17;1998.045;  73;  6.3;  19;1
1998;01;18;1998.048;  64;  4.5;  13;1
1998;01;19;1998.051;  54;  7.9;  12;1
1998;01;20;1998.053;  24;  5.0;  11;1
1998;01;21;1998.056;  20;  2.8;  15;1
1998;01;22;1998.059;  22;  4.5;  18;1
1998;01;23;1998.062;  56;  6.6;  10;1
1998;01;24;1998.064;  92;  8.2;  16;1
1998;01;25;1998.067; 105;  5.8;  16;1
1998;01;26;1998.070;  94;  6.3;  23;1
1998;01;27;1998.073;  85;  5.4;  19;1
1998;01;28;1998.075;  74;  4.9;  14;1
1998;01;29;1998.078;  66;  5.2;  19;1
1998;01;30;1998.081;  39;  4.4;  20;1
1998;01;31;1998.084;  25;  4.7;  17;1
1998;02;01;1998.086;  21;  2.6;  20;1
1998;02;02;1998.089;  19;  2.8;  23;1
1998;02;03;1998.092;  35;  4.2;  22;1
1998;02;04;1998.095;  35;  2.6;  22;1
1998;02;05;1998.097;  27;  2.0;  18;1
1998;02;06;1998.100;  37;  3.4;  17;1
1998;02;07;1998.103;  34;  2.5;  20;1
1998;02;08;1998.105;  35;  4.2;  20;1
1998;02;09;1998.108;  41;  3.5;  24;1
1998;02;10;1998.111;  52;  6.3;  23;1
1998;02;11;1998.114;  50;  4.8;  24;1
1998;02;12;1998.116;  59;  6.2;  19;1
1998;02;13;1998.119;  59;  3.3;  20;1
1998;02;14;1998.122;  95;  7.8;  20;1
1998;02;15;1998.125;  81;  8.0;  16;1
1998;02;16;1998.127;  77;  5.4;  22;1
1998;02;17;1998.130;  72;  5.0;  20;1
1998;02;18;1998.133;  65;  3.5;  21;1
1998;02;19;1998.136;  44;  3.2;  20;1
1998;02;20;1998.138;  35;  3.4;  19;1
1998;02;21;1998.141;  26;  3.3;  21;1
1998;02;22;1998.144;  35;  4.5;  21;1
1998;02;23;1998.147;  49;  3.9;  24;1
1998;02;24;1998.149;  74;  7.9;  20;1
1998;02;25;1998.152;  72;  5.8;  15;1
1998;02;26;1998.155;  56;  4.0;  16;1
1998;02;27;1998.158;  54;  4.5;  16;1
1998;02;28;1998.160;  67;  3.9;  16;1
1998;03;01;1998.163;  88;  5.9;  18;1
1998;03;02;1998.166; 100; 10.5;  17;1
1998;03;03;1998.168;  52;  3.8;  16;1
1998;03;04;1998.171;  54;  3.4;  19;1
1998;03;05;1998.174;  48;  3.8;  16;1
1998;03;06;1998.177;  43;  4.1;  18;1
1998;03;07;1998.179;  54;  4.7;  21;1
1998;03;08;1998.182;  49;  5.2;  19;1
1998;03;09;1998.185;  52;  2.9;  23;1
1998;03;10;1998.188;  75;  4.7;  23;1
1998;03;11;1998.190;  84;  4.1;  17;1
1998;03;12;1998.193; 108;  5.8;  17;1
1998;03;13;1998.196; 111;  6.0;  16;1
1998;03;14;1998.199; 118;  6.1;  15;1
1998;03;15;1998.201;  94;  4.1;  13;1
1998;03;16;1998.204;  90;  3.9;  12;1
1998;03;17;1998.207;  88;  4.3;  15;1
1998;03;18;1998.210;  96;  9.5;  16;1
1998;03;19;1998.212; 100;  5.4;  27;1
1998;03;20;1998.215;  93;  6.7;  17;1
1998;03;21;1998.218; 103;  6.6;  21;1
1998;03;22;1998.221; 108;  6.5;  15;1
1998;03;23;1998.223;  82;  5.5;  19;1
1998;03;24;1998.226;  88;  7.2;  22;1
1998;03;25;1998.229;  88;  6.0;  20;1
1998;03;26;1998.232;  78;  6.6;  20;1
1998;03;27;1998.234;  76;  7.5;  12;1
1998;03;28;1998.237;  84;  9.2;  21;1
1998;03;29;1998.240;  87;  5.6;  22;1
1998;03;30;1998.242;  69;  4.4;  20;1
1998;03;31;1998.245;  82;  5.1;  24;1
1998;04;01;1998.248;  74;  5.6;  15;1
1998;04;02;1998.251;  78;  3.6;  19;1
1998;04;03;1998.253;  75;  5.8;  17;1
1998;04;04;1998.256;  67;  6.3;  19;1
1998;04;05;1998.259;  78;  4.3;  23;1
1998;04;06;1998.262;  83;  4.1;  17;1
1998;04;07;1998.264; 123;  6.9;  15;1
1998;04;08;1998.267; 140;  7.5;  22;1
1998;04;09;1998.270; 161; 11.9;  16;1
1998;04;10;1998.273; 143; 12.4;  17;1
1998;04;11;1998.275; 127; 11.2;  20;1
1998;04;12;1998.278; 106; 12.7;  21;1
1998;04;13;1998.281;  85;  7.6;  14;1
1998;04;14;1998.284;  93; 10.3;  17;1
1998;04;15;1998.286;  86;  5.9;  17;1
1998;04;16;1998.289;  81; 11.5;  19;1
1998;04;17;1998.292;  61;  8.4;  14;1
1998;04;18;1998.295;  30;  5.0;  13;1
1998;04;19;1998.297;  41;  3.9;  18;1
1998;04;20;1998.300;  40;  3.2;  15;1
1998;04;21;1998.303;  45;  6.4;  18;1
1998;04;22;1998.305;  42;  5.1;  24;1
1998;04;23;1998.308;  34;  4.8;  20;1
1998;04;24;1998.311;  19;  3.7;  16;1
1998;04;25;1998.314;  26;  5.5;  18;1
1998;04;26;1998.316;  17;  1.9;  13;1
1998;04;27;1998.319;  16;  1.6;  17;1
1998;04;28;1998.322;  37;  4.8;  23;1
1998;04;29;1998.325;  48;  6.7;  24;1
1998;04;30;1998.327;  61;  6.4;  16;1
1998;05;01;1998.330;  75;  5.4;  15;1
1998;05;02;1998.333;  96;  5.2;  15;1
1998;05;03;1998.336;  97;  4.6;  17;1
1998;05;04;1998.338;  96;  4.7;  17;1
1998;05;05;1998.341; 104;  4.0;  19;1
1998;05;06;1998.344; 100;  7.0;  17;1
1998;05;07;1998.347;  93;  4.1;  20;1
1998;05;08;1998.349;  83;  5.9;  21;1
1998;05;09;1998.352;  71;  5.7;  21;1
1998;05;10;1998.355;  57;  5.4;  21;1
1998;05;11;1998.358;  76;  4.5;  19;1
1998;05;12;1998.360;  96;  5.0;  19;1
1998;05;13;1998.363; 105;  4.2;  25;1
1998;05;14;1998.366; 108;  7.1;  23;1
1998;05;15;1998.368; 105;  4.8;  22;1
1998;05;16;1998.371; 104;  6.0;  19;1
1998;05;17;1998.374;  93;  4.9;  23;1
1998;05;18;1998.377;  88;  6.4;  14;1
1998;05;19;1998.379;  74;  5.9;  21;1
1998;05;20;1998.382;  57;  5.4;  23;1
1998;05;21;1998.385;  34;  3.0;  19;1
1998;05;22;1998.388;  28;  3.1;  23;1
1998;05;23;1998.390;  37;  4.2;  22;1
1998;05;24;1998.393;  42;  2.8;  15;1
1998;05;25;1998.396;  54;  4.9;  19;1
1998;05;26;1998.399;  57;  2.8;  23;1
1998;05;27;1998.401;  67;  4.5;  26;1
1998;05;28;1998.404;  43;  3.1;  22;1
1998;05;29;1998.407;  37;  2.4;  18;1
1998;05;30;1998.410;  53;  5.0;  21;1
1998;05;31;1998.412;  64;  3.4;  21;1
1998;06;01;1998.415;  63;  2.9;  19;1
1998;06;02;1998.418;  73;  4.6;  20;1
1998;06;03;1998.421;  70;  4.1;  21;1
1998;06;04;1998.423;  95;  3.7;  22;1
1998;06;05;1998.426; 101;  4.0;  14;1
1998;06;06;1998.429;  92;  6.0;  19;1
1998;06;07;1998.432;  85;  6.2;  16;1
1998;06;08;1998.434;  85;  4.9;  20;1
1998;06;09;1998.437; 104;  5.5;  13;1
1998;06;10;1998.440;  99;  6.4;  16;1
1998;06;11;1998.442;  97;  7.2;  20;1
1998;06;12;1998.445; 106;  8.1;  16;1
1998;06;13;1998.448; 117; 10.5;  15;1
1998;06;14;1998.451;  88;  5.0;  13;1
1998;06;15;1998.453;  68;  5.1;  23;1
1998;06;16;1998.456;  63;  3.0;  20;1
1998;06;17;1998.459;  86;  5.2;  18;1
1998;06;18;1998.462;  70;  4.6;  17;1
1998;06;19;1998.464;  67;  3.6;  16;1
1998;06;20;1998.467;  77;  4.7;  22;1
1998;06;21;1998.470;  82;  6.0;  16;1
1998;06;22;1998.473;  65;  5.0;  18;1
1998;06;23;1998.475;  68;  3.2;  15;1
1998;06;24;1998.478;  58;  4.9;  16;1
1998;06;25;1998.481;  96;  4.2;  14;1
1998;06;26;1998.484; 106;  5.9;  17;1
1998;06;27;1998.486; 128; 10.4;  17;1
1998;06;28;1998.489; 138; 11.4;  19;1
1998;06;29;1998.492; 140;  6.8;  15;1
1998;06;30;1998.495; 129;  6.7;  14;1
1998;07;01;1998.497; 137;  7.5;  21;1
1998;07;02;1998.500; 138;  7.9;  21;1
1998;07;03;1998.503; 138;  8.2;  17;1
1998;07;04;1998.505; 145;  7.7;  20;1
1998;07;05;1998.508; 137;  6.1;  19;1
1998;07;06;1998.511; 107;  7.3;  14;1
1998;07;07;1998.514;  74;  7.1;  17;1
1998;07;08;1998.516;  55;  4.2;  21;1
1998;07;09;1998.519;  46;  4.5;  13;1
1998;07;10;1998.522;  71;  6.2;  14;1
1998;07;11;1998.525;  83;  5.8;  21;1
1998;07;12;1998.527;  80;  3.9;  16;1
1998;07;13;1998.530;  64;  3.6;  19;1
1998;07;14;1998.533;  60;  4.8;  22;1
1998;07;15;1998.536;  80;  6.5;  20;1
1998;07;16;1998.538;  97;  8.5;  17;1
1998;07;17;1998.541;  86;  9.4;  19;1
1998;07;18;1998.544;  61;  5.5;  20;1
1998;07;19;1998.547;  51;  3.9;  21;1
1998;07;20;1998.549; 100;  4.8;  22;1
1998;07;21;1998.552; 113;  8.4;  24;1
1998;07;22;1998.555; 132;  6.2;  22;1
1998;07;23;1998.558; 131;  9.4;  23;1
1998;07;24;1998.560; 115;  5.5;  20;1
1998;07;25;1998.563;  99;  5.5;  20;1
1998;07;26;1998.566;  91;  5.1;  22;1
1998;07;27;1998.568;  94;  5.2;  19;1
1998;07;28;1998.571; 123;  6.4;  17;1
1998;07;29;1998.574; 107;  5.3;  16;1
1998;07;30;1998.577;  83;  3.5;  19;1
1998;07;31;1998.579;  99;  5.1;  21;1
1998;08;01;1998.582;  84;  4.9;  18;1
1998;08;02;1998.585; 100;  6.6;  18;1
1998;08;03;1998.588;  89;  4.3;  20;1
1998;08;04;1998.590;  87;  5.9;  22;1
1998;08;05;1998.593;  92;  5.9;  18;1
1998;08;06;1998.596; 129;  7.8;  19;1
1998;08;07;1998.599; 137;  7.5;  22;1
1998;08;08;1998.601; 127; 10.5;  20;1
1998;08;09;1998.604; 164;  9.7;  18;1
1998;08;10;1998.607; 156;  8.3;  22;1
1998;08;11;1998.610; 155;  8.6;  21;1
1998;08;12;1998.612; 159;  8.0;  21;1
1998;08;13;1998.615; 121;  9.1;  22;1
1998;08;14;1998.618; 123; 10.6;  21;1
1998;08;15;1998.621;  96;  7.2;  20;1
1998;08;16;1998.623; 123;  7.1;  20;1
1998;08;17;1998.626; 114;  4.4;  21;1
1998;08;18;1998.629; 109;  5.8;  18;1
1998;08;19;1998.632; 133;  6.7;  20;1
1998;08;20;1998.634; 120;  4.9;  21;1
1998;08;21;1998.637; 117;  6.6;  17;1
1998;08;22;1998.640; 106;  6.0;  18;1
1998;08;23;1998.642; 110;  7.4;  17;1
1998;08;24;1998.645; 104;  6.1;  14;1
1998;08;25;1998.648;  96;  5.4;  18;1
1998;08;26;1998.651; 114;  5.3;  15;1
1998;08;27;1998.653; 131;  8.6;  19;1
1998;08;28;1998.656; 126; 10.3;  16;1
1998;08;29;1998.659; 134;  6.5;  15;1
1998;08;30;1998.662; 154;  7.1;  16;1
1998;08;31;1998.664; 143;  9.6;  19;1
1998;09;01;1998.667; 142;  6.1;  18;1
1998;09;02;1998.670; 121;  8.7;  14;1
1998;09;03;1998.673; 112;  9.9;  18;1
1998;09;04;1998.675;  97;  6.9;  14;1
1998;09;05;1998.678; 114;  7.5;  22;1
1998;09;06;1998.681; 159;  9.7;  13;1
1998;09;07;1998.684; 165;  6.8;  13;1
1998;09;08;1998.686; 178; 10.8;  17;1
1998;09;09;1998.689; 169; 11.8;  22;1
1998;09;10;1998.692; 159; 11.0;  22;1
1998;09;11;1998.695; 136; 10.3;  19;1
1998;09;12;1998.697; 131;  8.9;  17;1
1998;09;13;1998.700; 135;  5.4;  17;1
1998;09;14;1998.703; 111;  5.8;  13;1
1998;09;15;1998.705;  85;  7.8;  14;1
1998;09;16;1998.708;  80;  6.3;  24;1
1998;09;17;1998.711; 105;  7.6;  16;1
1998;09;18;1998.714;  99;  5.5;  17;1
1998;09;19;1998.716; 132;  6.1;  17;1
1998;09;20;1998.719; 162;  8.5;  20;1
1998;09;21;1998.722; 178; 13.2;  20;1
1998;09;22;1998.725; 196; 10.1;  18;1
1998;09;23;1998.727; 192; 12.0;  16;1
1998;09;24;1998.730; 166;  8.7;  20;1
1998;09;25;1998.733; 149;  7.9;  16;1
1998;09;26;1998.736; 116;  8.2;  13;1
1998;09;27;1998.738; 108;  5.5;  11;1
1998;09;28;1998.741; 121;  6.7;  11;1
1998;09;29;1998.744;  85;  4.7;  14;1
1998;09;30;1998.747;  58;  4.9;  16;1
1998;10;01;1998.749;  42;  9.4;  12;1
1998;10;02;1998.752;  45;  6.8;  10;1
1998;10;03;1998.755;  35;  4.6;  11;1
1998;10;04;1998.758;  27;  3.5;  13;1
1998;10;05;1998.760;  42;  4.6;   9;1
1998;10;06;1998.763;  76; 10.4;   8;1
1998;10;07;1998.766;  93;  4.5;   9;1
1998;10;08;1998.768; 130;  7.4;  13;1
1998;10;09;1998.771; 119; 12.6;  15;1
1998;10;10;1998.774;  85;  7.1;  14;1
1998;10;11;1998.777;  72;  6.8;  12;1
1998;10;12;1998.779;  59;  5.1;  18;1
1998;10;13;1998.782;  68;  4.8;  17;1
1998;10;14;1998.785;  93;  1.5;  10;1
1998;10;15;1998.788; 119;  7.8;  19;1
1998;10;16;1998.790; 132;  7.7;  15;1
1998;10;17;1998.793; 139;  7.9;  16;1
1998;10;18;1998.796; 149;  7.6;  18;1
1998;10;19;1998.799; 136;  7.6;  20;1
1998;10;20;1998.801; 115;  6.6;  18;1
1998;10;21;1998.804;  89;  7.5;  12;1
1998;10;22;1998.807;  69;  3.9;  14;1
1998;10;23;1998.810;  71;  4.5;  12;1
1998;10;24;1998.812;  55;  4.6;  13;1
1998;10;25;1998.815;  44;  4.7;  15;1
1998;10;26;1998.818;  45;  6.4;  14;1
1998;10;27;1998.821;  25;  2.0;  12;1
1998;10;28;1998.823;  33;  3.7;  10;1
1998;10;29;1998.826;  76;  6.2;  18;1
1998;10;30;1998.829;  76;  6.3;  21;1
1998;10;31;1998.832;  74;  4.2;  14;1
1998;11;01;1998.834;  49;  3.4;  20;1
1998;11;02;1998.837;  54;  6.2;  14;1
1998;11;03;1998.840;  74;  7.0;  16;1
1998;11;04;1998.842; 116;  7.6;  14;1
1998;11;05;1998.845; 125;  6.8;  20;1
1998;11;06;1998.848; 129;  9.8;  16;1
1998;11;07;1998.851; 135;  7.3;  15;1
1998;11;08;1998.853; 121;  6.5;  15;1
1998;11;09;1998.856;  93;  7.5;  14;1
1998;11;10;1998.859;  89;  6.1;  16;1
1998;11;11;1998.862;  87;  4.8;  19;1
1998;11;12;1998.864;  96;  4.6;  18;1
1998;11;13;1998.867; 116;  4.2;  13;1
1998;11;14;1998.870; 123;  5.2;  16;1
1998;11;15;1998.873; 125;  7.2;  14;1
1998;11;16;1998.875; 100;  9.2;  19;1
1998;11;17;1998.878;  70;  5.4;  15;1
1998;11;18;1998.881;  67;  5.2;  16;1
1998;11;19;1998.884;  46;  4.3;  17;1
1998;11;20;1998.886;  60;  3.9;  20;1
1998;11;21;1998.889;  43;  2.9;  18;1
1998;11;22;1998.892;  54;  3.1;  18;1
1998;11;23;1998.895;  62;  4.3;  20;1
1998;11;24;1998.897;  78;  5.2;  17;1
1998;11;25;1998.900; 112;  5.3;  12;1
1998;11;26;1998.903; 139;  8.6;   9;1
1998;11;27;1998.905; 150; 10.2;  15;1
1998;11;28;1998.908; 139;  9.5;  16;1
1998;11;29;1998.911; 138; 15.6;  12;1
1998;11;30;1998.914; 130;  9.3;   8;1
1998;12;01;1998.916; 157; 11.4;  15;1
1998;12;02;1998.919; 144; 12.2;  10;1
1998;12;03;1998.922; 147; 10.0;   8;1
1998;12;04;1998.925; 125;  6.8;   9;1
1998;12;05;1998.927;  99;  9.7;   8;1
1998;12;06;1998.930; 130;  9.1;  16;1
1998;12;07;1998.933; 138;  8.4;  13;1
1998;12;08;1998.936; 173;  8.9;  11;1
1998;12;09;1998.938; 159; 11.5;  11;1
1998;12;10;1998.941; 157; 10.4;  13;1
1998;12;11;1998.944; 153; 12.8;  17;1
1998;12;12;1998.947; 148;  5.7;   9;1
1998;12;13;1998.949; 122;  9.2;  17;1
1998;12;14;1998.952; 121;  8.7;  12;1
1998;12;15;1998.955; 105; 10.2;  14;1
1998;12;16;1998.958;  87;  7.4;  14;1
1998;12;17;1998.960;  71;  6.6;  20;1
1998;12;18;1998.963;  87;  4.5;  13;1
1998;12;19;1998.966;  73;  5.3;  17;1
1998;12;20;1998.968;  73;  5.0;  16;1
1998;12;21;1998.971;  63;  6.1;  16;1
1998;12;22;1998.974;  57;  8.0;  16;1
1998;12;23;1998.977;  68;  4.2;  18;1
1998;12;24;1998.979;  84;  4.5;  16;1
1998;12;25;1998.982;  96;  4.7;  11;1
1998;12;26;1998.985; 118;  7.9;  13;1
1998;12;27;1998.988; 146;  9.1;  12;1
1998;12;28;1998.990; 176; 15.8;  17;1
1998;12;29;1998.993; 140; 12.1;  20;1
1998;12;30;1998.996; 144; 13.0;  20;1
1998;12;31;1998.999; 134; 14.9;  13;1
1999;01;01;1999.001;  89; 12.9;  15;1
1999;01;02;1999.004;  94;  7.8;  14;1
1999;01;03;1999.007;  80;  4.5;  10;1
1999;01;04;1999.010;  90;  7.1;  12;1
1999;01;05;1999.012;  89;  5.6;  18;1
1999;01;06;1999.015;  67;  3.2;  18;1
1999;01;07;1999.018;  89;  8.8;  18;1
1999;01;08;1999.021;  71;  7.2;  16;1
1999;01;09;1999.023;  65;  3.4;  17;1
1999;01;10;1999.026;  64;  3.6;  15;1
1999;01;11;1999.029;  44;  4.0;  15;1
1999;01;12;1999.032;  49;  7.7;  13;1
1999;01;13;1999.034;  57;  3.6;  18;1
1999;01;14;1999.037;  90;  3.9;  19;1
1999;01;15;1999.040; 115;  9.0;   8;1
1999;01;16;1999.042; 115; 11.6;  13;1
1999;01;17;1999.045; 129;  9.3;  15;1
1999;01;18;1999.048; 141; 10.9;  20;1
1999;01;19;1999.051; 168; 12.0;  15;1
1999;01;20;1999.053; 166;  9.8;  16;1
1999;01;21;1999.056; 158; 10.2;  15;1
1999;01;22;1999.059; 150;  9.6;  16;1
1999;01;23;1999.062; 121;  7.4;  14;1
1999;01;24;1999.064;  94;  8.4;  12;1
1999;01;25;1999.067;  43;  7.3;  10;1
1999;01;26;1999.070;  42;  7.2;  17;1
1999;01;27;1999.073;  39;  3.7;  16;1
1999;01;28;1999.075;  39;  8.6;  12;1
1999;01;29;1999.078;  33;  5.5;  20;1
1999;01;30;1999.081;  33;  3.5;  21;1
1999;01;31;1999.084;  42;  4.7;  17;1
1999;02;01;1999.086;  43;  3.2;   8;1
1999;02;02;1999.089;  37;  4.0;  10;1
1999;02;03;1999.092;  28;  2.3;  10;1
1999;02;04;1999.095;  22;  2.9;  16;1
1999;02;05;1999.097;  18;  2.1;  17;1
1999;02;06;1999.100;  28;  3.2;  18;1
1999;02;07;1999.103;  41;  3.5;  18;1
1999;02;08;1999.105;  53;  5.4;  20;1
1999;02;09;1999.108;  61;  5.5;  17;1
1999;02;10;1999.111;  89;  5.6;  18;1
1999;02;11;1999.114; 115;  7.3;  11;1
1999;02;12;1999.116; 170; 10.7;  16;1
1999;02;13;1999.119; 198;  8.5;  18;1
1999;02;14;1999.122; 204;  9.8;  16;1
1999;02;15;1999.125; 213; 14.9;  16;1
1999;02;16;1999.127; 197; 14.7;  19;1
1999;02;17;1999.130; 181;  8.3;  18;1
1999;02;18;1999.133; 155; 12.0;  15;1
1999;02;19;1999.136; 126; 10.0;   9;1
1999;02;20;1999.138; 127;  6.0;  20;1
1999;02;21;1999.141; 109;  6.3;  13;1
1999;02;22;1999.144;  70;  8.1;  15;1
1999;02;23;1999.147;  62;  5.6;  19;1
1999;02;24;1999.149;  56;  4.1;  14;1
1999;02;25;1999.152;  65;  3.7;  21;1
1999;02;26;1999.155;  75;  6.3;  14;1
1999;02;27;1999.158;  87;  8.2;  20;1
1999;02;28;1999.160; 114;  5.2;  20;1
1999;03;01;1999.163; 116;  6.0;  13;1
1999;03;02;1999.166; 132;  6.7;  14;1
1999;03;03;1999.168; 153;  8.4;  19;1
1999;03;04;1999.171; 144;  6.4;  13;1
1999;03;05;1999.174; 149;  5.9;  11;1
1999;03;06;1999.177; 119; 13.3;  18;1
1999;03;07;1999.179;  65;  7.6;  10;1
1999;03;08;1999.182;  62;  7.7;  12;1
1999;03;09;1999.185;  95;  6.2;  11;1
1999;03;10;1999.188;  92;  5.2;  17;1
1999;03;11;1999.190; 114;  6.1;  17;1
1999;03;12;1999.193; 131;  7.6;  23;1
